name,lat,lon,country
TWO RIVERS,44.15,-87.57,United States
KEWAUNEE,44.47,-87.5,United States
ALGOMA,44.6,-87.43,United States
STURGEON BAY,44.83,-87.38,United States
GREEN BAY,44.52,-88.02,United States
DEPERE,44.45,-88.07,United States
KAUKAUNA,44.28,-88.27,United States
OCONTO,44.9,-87.83,United States
MARINETTE,45.08,-87.6,United States
MENOMINEE,45.1,-87.6,United States
ESCANABA,45.77,-87.05,United States
GLADSTONE,45.85,-87.02,United States
NAHMA,45.83,-86.67,United States
MANISTIQUE,45.95,-86.25,United States
PORT INLAND,45.97,-85.87,United States
GOULAIS BAY,46.73,-84.5,Canada
BATCHAWANA BAY,46.92,-84.6,Canada
GARGANTUA,47.57,-84.97,Canada
MICHIPICOTEN,47.97,-84.9,Canada
QUEBEC HARBOUR,47.7,-85.8,Canada
HERON BAY,48.65,-86.32,Canada
GRAND MARAIS,46.68,-85.97,United States
MUNISING,46.42,-86.65,United States
PRESQUE ISLE,46.57,-87.38,United States
L ANSE,46.77,-88.47,United States
BARAGA,46.78,-88.48,United States
COPPER HARBOR,47.47,-87.87,United States
EAGLE HARBOR,47.47,-88.17,United States
HOUGHTON,47.12,-88.57,United States
ONTONAGON,46.88,-89.33,United States
ASHLAND,46.6,-90.87,United States
WASHBURN,46.67,-90.88,United States
BAYFIELD,46.8,-90.82,United States
LA POINTE,46.78,-90.78,United States
CORNUCOPIA,46.87,-91.1,United States
PORT WING,46.78,-91.38,United States
TWO HARBORS,47.02,-91.65,United States
GRAND MARAIS,47.75,-90.33,United States
WASHINGTON HARBOR,47.92,-89.15,United States
GASPE,48.83,-64.48,Canada
DOUGLASTOWN,48.77,-64.38,Canada
CARAQUET,47.8,-64.93,Canada
SHIPPEGAN,47.75,-64.7,Canada
GEORGETOWN,46.18,-62.53,Canada
SUMMERSIDE,46.4,-63.78,Canada
PICTOU,45.67,-62.72,Canada
FINNSNES,69.23,17.97,Norway
MEDBY,68.92,17.73,Norway
SJOVEGAN,68.88,17.83,Norway
ANDENES,69.33,16.13,Norway
SORTLAND,68.7,15.42,Norway
STOKKMARKNES,68.57,14.92,Norway
REINE,67.93,13.1,Norway
BALLSTAD,68.07,13.7,Norway
STAMSUND,68.12,13.85,Norway
HENNINGSVAER,68.15,14.22,Norway
SKROVA HAVN,68.17,14.67,Norway
BRETTESNES,68.23,14.85,Norway
LILANDSGRUNNEN,68.48,16.88,Norway
LITLE BALLANGEN,68.33,16.85,Norway
DRAG,68.05,16.08,Norway
KORSNES,68.25,16.07,Norway
TRANOY,68.18,15.67,Norway
KJERRINGOY,67.52,14.77,Norway
LAKSELV,67.37,15.6,Norway
FAUSKE,67.25,15.37,Norway
ROGNAN,67.1,15.42,Norway
ORNES,66.87,13.72,Norway
SANDNESSJOEN,66.02,12.63,Norway
MOSJOEN,65.83,13.2,Norway
TJOTTA,65.83,12.43,Norway
BRONNOYSUND,65.47,12.2,Norway
BERG,65.37,12.2,Norway
RORVIK,64.87,11.25,Norway
SALSBRUKET,64.8,11.87,Norway
MALM,64.07,11.23,Norway
STEINKJER,64.02,11.5,Norway
DJUPVIKEN,63.78,11.45,Norway
LEVANGER,63.75,11.3,Norway
LANGSTEIN,63.53,10.9,Norway
MURUVIK,63.43,10.85,Norway
HOMMELVIK,63.42,10.8,Norway
THAMSHAMM,63.32,9.88,Norway
BUD,62.9,6.92,Norway
MOLDE,62.73,7.17,Norway
ANDALSNES,62.57,7.68,Norway
HAREID,62.37,6.03,Norway
MOLDTUSTRANDA,62.3,5.65,Norway
ORSTAV,62.2,6.13,Norway
ARDALSTANGEN,61.23,7.72,Norway
VAKSDAL,60.48,5.73,Norway
STRANDVIK,60.17,5.67,Norway
NORHEIMSUND,60.37,6.15,Norway
MELING,59.78,5.12,Norway
MOSTERHAMN,59.7,5.4,Norway
SAGVAG,59.77,5.38,Norway
LEIRVIK,59.78,5.5,Norway
HUSNES,59.87,5.77,Norway
ESPEVAER,59.58,5.15,Norway
SAUDA,59.65,6.35,Norway
AKRAHAMN,59.27,5.18,Norway
SANDNES,58.85,5.75,Norway
SKUDENESHAVN,59.15,5.27,Norway
REKEFJORD,58.33,6.27,Norway
KIRKEHAMN,58.23,6.53,Norway
FLEKKEFJORDEN,58.3,6.67,Norway
FARSUND,58.08,6.82,Norway
STUSVIK,58.0,7.03,Norway
TVEDESTRAND,58.62,8.93,Norway
RISOR,58.72,9.23,Norway
KRAGERO,58.87,9.42,Norway
WHYCOCOMAGH,45.97,-61.13,Canada
GRAND NARROWS,45.95,-60.78,Canada
LITTLE BRAS D OR,46.25,-60.3,Canada
NORTH SYDNEY,46.22,-60.25,Canada
LOUISBURG,45.92,-59.97,Canada
GOLDSBORO,45.18,-61.65,Canada
STORMONT,45.22,-61.72,Canada
SONORA,45.07,-61.92,Canada
MUSQUODOBOIT HARBOUR,44.78,-63.15,Canada
LIVERPOOL (BROOKLYN),44.03,-64.65,Canada
DIGBY,44.62,-65.77,Canada
WINDSOR,45.0,-64.15,Canada
LUBEC,44.87,-66.98,United States
MACHIASPORT,44.7,-67.4,United States
MACHIAS,44.72,-67.47,United States
JONESPORT,44.53,-67.62,United States
WYMAN,44.52,-67.87,United States
MILBRIDGE,44.53,-67.88,United States
COREA,44.4,-67.97,United States
WINTER HARBOR,44.38,-68.08,United States
SORRENTO,44.47,-68.18,United States
BAR HARBOR,44.38,-68.2,United States
NORTHEAST HARBOR,44.3,-68.28,United States
SOUTHWEST HARBOR,44.28,-68.32,United States
MOUNT DESERT,44.37,-68.33,United States
FRENCHBORO,44.12,-68.37,United States
MINTURN,44.15,-68.45,United States
SWANS ISLAND,44.13,-68.45,United States
BASS HARBOR,44.23,-68.35,United States
ELLSWORTH,44.55,-68.42,United States
BROOKLIN,44.27,-68.58,United States
BUCKS HARBOR,44.33,-68.73,United States
STONINGTON,44.15,-68.67,United States
CRIEHAVEN,43.83,-68.88,United States
MATINICUS,43.87,-68.88,United States
VINALHAVEN,44.05,-68.83,United States
NORTH HAVEN,44.13,-68.87,United States
CASTINE,44.38,-68.73,United States
SANDYPOINT,44.52,-68.82,United States
WINTERPORT,44.63,-68.85,United States
BANGOR,44.8,-68.77,United States
BELFAST,44.42,-69.0,United States
CAMDEN,44.22,-69.07,United States
ROCKPORT,44.18,-69.07,United States
ROCKLAND,44.1,-69.1,United States
MONHEGAN,43.77,-69.32,United States
PORT CLYDE,43.92,-69.25,United States
THOMASTON,44.07,-69.18,United States
FRIENDSHIP,43.97,-69.33,United States
NEW HARBOR,43.87,-69.48,United States
PEMAQUID BEACH,43.87,-69.53,United States
SOUTH BRISTOL,43.87,-69.55,United States
BOOTHBAY HARBOR,43.87,-69.58,United States
ROBINHOOD,43.85,-69.73,United States
BATH,43.92,-69.82,United States
GARDINER,44.23,-69.77,United States
AUGUSTA,44.32,-69.77,United States
CUNDY HARBOR,43.78,-69.9,United States
SOUTH HARPSWELL,43.73,-70.02,United States
SACO,43.5,-70.45,United States
KENNEBUNKPORT,43.37,-70.47,United States
NEWBURYPORT,42.82,-70.87,United States
ROCKPORT,42.67,-70.62,United States
GLOUCESTER,42.6,-70.67,United States
BEVERLY,42.53,-70.88,United States
MARBLEHEAD,42.5,-70.85,United States
LYNN,42.45,-70.95,United States
QUINCY,42.25,-70.97,United States
SCITUATE,42.2,-70.72,United States
PLYMOUTH,41.95,-70.67,United States
PROVINCETOWN,42.05,-70.18,United States
HYANNIS,41.65,-70.28,United States
HYANNIS PORT,41.63,-70.3,United States
FALMOUTH,41.55,-70.62,United States
NANTUCKET,41.28,-70.1,United States
EDGARTOWN,41.38,-70.5,United States
VINEYARD HAVEN,41.45,-70.6,United States
WOODS HOLE,41.52,-70.67,United States
NEWPORT,41.5,-71.33,United States
SVELVIK,59.62,10.4,Norway
DROBAK,59.67,10.65,Norway
TOFTE,59.55,10.57,Norway
KAMBO,59.47,10.68,Norway
SARPSBORG,59.27,11.1,Norway
STROMSTAD,58.93,11.17,Sweden
GREBBESTAD,58.68,11.27,Sweden
FJALLBACKA,58.6,11.28,Sweden
BOVALLSTRAND,58.48,11.33,Sweden
HUNNEBOSTRAND,58.43,11.3,Sweden
MARSTRAND,57.88,11.58,Sweden
HOGANAS,56.2,12.55,Sweden
SIMRISHAMN,55.55,14.37,Sweden
RONNEBY,56.18,15.3,Sweden
BERGKVARA,56.38,16.1,Sweden
STORA JATTERSON,57.1,16.57,Sweden
FIGEHOLM,57.37,16.5,Sweden
DEGERHAMN,56.35,16.42,Sweden
RONEHAMN,57.12,18.5,Sweden
FAROSUND,57.92,19.05,Sweden
STORUGNS,57.83,18.8,Sweden
KLINTEHAMN,57.38,18.2,Sweden
VERKEBACK,57.73,16.53,Sweden
NYKOPING,58.75,17.02,Sweden
GUSTAVSBERG,59.32,18.38,Sweden
SANDHAMN,59.28,18.92,Sweden
GRISSLEHAMN,60.1,18.82,Sweden
HARGSHAMN,60.18,18.45,Sweden
NORRSUNDET,60.93,17.17,Sweden
VALLVIK,61.18,17.17,Sweden
IGGESUND,61.65,17.08,Sweden
STOCKA,61.9,17.35,Sweden
VIVSTAVARV,62.48,17.35,Sweden
GUSTAVSVIK,62.83,17.88,Sweden
LUNDE,62.88,17.88,Sweden
KRAMFORS,62.93,17.8,Sweden
BOLLSTABRUK,63.0,17.7,Sweden
KOPMANHOLMEN,63.17,18.58,Sweden
RUNDVIK,63.53,19.45,Sweden
NORDMALING,63.57,19.48,Sweden
GUMBODAHAMN,64.23,21.1,Sweden
KAGEHAMN,64.83,21.03,Sweden
BRANNFORS,65.02,21.38,Sweden
TOREHAMN,65.9,22.65,Sweden
SANDVIK,65.73,23.77,Sweden
TORNIO,65.77,24.17,Finland
VEITSILUOTO,65.7,24.62,Finland
RAHJA,64.2,23.73,Finland
HIMANKA,64.0,23.65,Finland
NYKARLEBY,63.52,22.53,Finland
KANTLAX,63.42,22.28,Finland
HELLNAS,63.28,22.23,Finland
TOLKKINEN,60.03,25.58,Finland
SIGNILSKAR,60.2,19.33,Finland
PARGAS,60.28,22.07,Finland
EKENAS,59.98,23.43,Finland
JUSSARO,59.83,23.57,Finland
PORKKALA,60.08,24.38,Finland
LOVIISA,60.45,26.23,Finland
OSMUSSAAR,59.3,23.37,Estonia
SALACGRIVA,57.7,24.37,Latvia
LIELUPE,57.0,23.43,Latvia
NOWY PORT,54.42,18.67,Poland
USTKA,54.58,16.85,Poland
DARLOWO,54.43,16.42,Poland
KOLOBRZEG,54.22,15.55,Poland
WOLGAST,54.05,13.78,Germany
SASSNITZ,54.52,13.65,Germany
LUBECK-TRAVEMUNDE,53.97,10.88,Germany
NEUSTADT,54.1,10.82,Germany
ORTH,54.45,11.05,Germany
HEILIGENHAFEN,54.37,10.98,Germany
KAPPELN,54.67,9.93,Germany
NEKSO,55.07,15.13,Denmark
HASLE,55.18,14.7,Denmark
CHRISTIANSO HARBOR,55.32,15.18,Denmark
FAKSE LADEPLADS HAVN,55.22,12.17,Denmark
HUNDESTED,55.97,11.85,Denmark
FREDERIKSVAERK,55.97,12.02,Denmark
FREDERIKSSUND,55.83,12.05,Denmark
KYNDBYVAERKETS HAVN,55.82,11.88,Denmark
HOLBAEK,55.72,11.72,Denmark
NYKOBING (MOR),56.77,11.87,Denmark
SKAELSKOR,55.25,11.3,Denmark
NAESTVED,55.23,11.75,Denmark
VORDINGBORG,55.0,11.9,Denmark
STUBBEKOBING,54.88,12.05,Denmark
STEGE,54.98,12.28,Denmark
SAKSKOBING,54.8,11.63,Denmark
BANDHOLM,54.83,11.5,Denmark
NYSTED,54.67,11.73,Denmark
RUDKOBING,54.95,10.72,Denmark
MARSTAL,54.92,10.33,Denmark
AEROSKOBING,54.88,10.42,Denmark
SVENDBORG,55.07,10.62,Denmark
KERTEMINDE,55.45,10.67,Denmark
AUGUSTENBORG,54.95,9.87,Denmark
HADERSLEV,55.25,9.5,Denmark
HADSUND,56.72,10.12,Denmark
MARIAGER,56.65,9.98,Denmark
HOBRO,56.63,9.8,Denmark
HALS,56.98,10.32,Denmark
THISTED,56.95,8.7,Denmark
LEMVIG,56.58,8.28,Denmark
HOLSTEBRO-STUER,56.5,8.58,Denmark
RINGKOBING,56.08,8.25,Denmark
HUSUM,54.48,9.05,Germany
BUSUM,54.13,8.87,Germany
ITZEHOE,53.92,9.52,Germany
RENDSBURG,54.3,9.68,Germany
NEUHAUS,53.8,9.03,Germany
GLUCKSTADT,53.78,9.42,Germany
ELSFLETH,53.23,8.47,Germany
OLDENBURG,53.12,8.22,Germany
LEER,53.23,7.45,Germany
PAPENBURG,53.1,7.38,Germany
ZAANDAM,52.43,4.83,Netherlands
HANSWEERT,51.45,4.0,Netherlands
BRUXELLES,50.87,4.35,Belgium
NIEUWPOORT,51.13,2.75,Belgium
WHITSTABLE,51.37,1.03,United Kingdom
WISBECH,52.67,0.15,United Kingdom
HOWDENDYKE,53.73,-0.88,United Kingdom
GOOLE,53.7,-0.83,United Kingdom
BRIDLINGTON,54.08,-0.18,United Kingdom
SCARBOROUGH,54.28,-0.4,United Kingdom
WHITBY,54.48,-0.62,United Kingdom
SEAHAM,54.83,-1.32,United Kingdom
WARKWORTH HARBOUR,55.33,-1.58,United Kingdom
BERWICK-UPON-TWEED,55.77,-2.0,United Kingdom
EYEMOUTH,55.87,-2.08,United Kingdom
DUNBAR,56.0,-2.52,United Kingdom
GRANTON,55.98,-3.22,United Kingdom
BURNTISLAND,56.05,-3.23,United Kingdom
METHIL,56.18,-3.0,United Kingdom
PERTH,56.4,-3.45,United Kingdom
FRASERBURGH HARBOR,57.68,-2.0,United Kingdom
MACDUFF,57.67,-2.5,United Kingdom
BUCKIE HARBOR,57.68,-2.97,United Kingdom
LOSSIEMOUTH,57.72,-3.28,United Kingdom
BURGHEAD,57.7,-3.5,United Kingdom
PORTMAHOMACK HARBOR,57.83,-3.83,United Kingdom
HELMSDALE HARBOR,58.12,-3.65,United Kingdom
WICK,58.43,-3.08,United Kingdom
PIEROWALL,59.3,-2.98,United Kingdom
KETTLETOFT,59.23,-2.6,United Kingdom
WHITEHALL,59.13,-2.6,United Kingdom
STROMNESS,58.97,-3.3,United Kingdom
SCALLOWAY,60.13,-1.28,United Kingdom
VAGUR,61.48,-6.8,Faroe Islands
TVOROYRI,61.55,-6.8,Faroe Islands
KONGSHAVN,62.12,-6.73,Faroe Islands
RUNAVIK,62.12,-6.72,Faroe Islands
VESTMANNA,62.15,-7.17,Faroe Islands
SORVAGUR,62.08,-7.25,Faroe Islands
FUGLAFJORDUR,62.25,-6.8,Faroe Islands
KLAKSVIK,62.23,-6.58,Faroe Islands
ULLAPOOL,57.9,-5.15,United Kingdom
GAIRLOCH,57.72,-5.68,United Kingdom
PLOCKTON,57.33,-5.65,United Kingdom
KYLE OF LOCHALSH,57.28,-5.72,United Kingdom
KYLEAKIN,57.27,-5.73,United Kingdom
BROADFORD BAY,57.25,-5.88,United Kingdom
PORTREE HARBOR,57.42,-6.2,United Kingdom
UIG,57.58,-6.35,United Kingdom
LOCHMADDY,57.6,-7.17,United Kingdom
LOCHBOISDALE,57.15,-7.3,United Kingdom
TARBERT,57.9,-6.82,United Kingdom
ORNSAY,57.15,-5.8,United Kingdom
MALLAIG,57.0,-5.82,United Kingdom
TOBERMORY,56.62,-6.07,United Kingdom
KILKEEL,54.05,-5.98,United Kingdom
LOCHALINE,56.55,-5.77,United Kingdom
CRAIGNURE,56.47,-5.7,United Kingdom
OBAN,56.42,-5.47,United Kingdom
PORT ELLEN,55.63,-6.2,United Kingdom
CRINAN (CANAL),56.08,-5.57,United Kingdom
ARDRISHAIG,56.02,-5.45,United Kingdom
BOWLING,55.93,-4.48,United Kingdom
OLD KILPATRICK,55.92,-4.47,United Kingdom
ROTHESAY DOCK,55.9,-4.4,United Kingdom
RENFREW,55.88,-4.38,United Kingdom
LARGS,55.8,-4.87,United Kingdom
ARDROSSAN,55.65,-4.82,United Kingdom
TROON,55.55,-4.68,United Kingdom
AYR,55.47,-4.63,United Kingdom
STRANRAER,54.9,-5.03,United Kingdom
BANGOR,54.65,-5.67,United Kingdom
DOUGLAS,54.15,-4.47,Isle of Man
RAMSEY,54.32,-4.37,Isle of Man
ARDGLASS,54.27,-5.62,United Kingdom
COLERAINE,55.13,-6.67,United Kingdom
RATHMULLAN,55.1,-7.53,Ireland
SLIGO,54.27,-8.47,Ireland
LANCASTER,54.05,-2.78,United Kingdom
WESTPORT,53.8,-9.53,Ireland
FENIT,52.27,-9.87,Ireland
CASTLETOWN BEARHAVEN,51.65,-9.92,Ireland
VALENTIA,51.93,-10.3,Ireland
NEW ROSS,52.38,-6.95,Ireland
SILLOTH,54.87,-3.4,United Kingdom
WORKINGTON,54.57,-3.63,United Kingdom
BARROW IN FURNESS,54.12,-3.23,United Kingdom
HEYSHAM,54.03,-2.92,United Kingdom
LIVERPOOL BAY TERMINAL,53.53,-3.55,United Kingdom
FLEETWOOD,53.92,-3.02,United Kingdom
CAERNARVON,53.15,-4.27,United Kingdom
FISHGUARD,52.02,-4.98,United Kingdom
SHARPNESS,51.72,-2.48,United Kingdom
BRIDGWATER,51.13,-3.0,United Kingdom
WATCHET HARBOR,51.18,-3.33,United Kingdom
BIDEFORD,51.03,-4.2,United Kingdom
PADSTOW,50.55,-4.93,United Kingdom
HAYLE,50.18,-5.42,United Kingdom
ST. MARY'S (SCILLY ISL.),49.92,-6.32,United Kingdom
NEWLYN,50.1,-5.55,United Kingdom
PENZANCE,50.12,-5.53,United Kingdom
MEVAGISSEY,50.27,-4.78,United Kingdom
CHARLESTOWN,50.33,-4.75,United Kingdom
DARTMOUTH HARBOUR,50.35,-3.62,United Kingdom
BRIXHAM HARBOUR,50.4,-3.52,United Kingdom
TORQUAY HARBOUR,50.47,-3.53,United Kingdom
BRIDPORT HARBOUR,50.72,-2.77,United Kingdom
WEYMOUTH HARBOUR,50.62,-2.45,United Kingdom
YARMOUTH HARBOUR,50.7,-1.5,United Kingdom
LITTLEHAMPTON HARBOUR,50.78,-0.53,United Kingdom
NEWHAVEN HARBOUR,50.78,0.05,United Kingdom
RYE HARBOUR,50.93,0.77,United Kingdom
FOLKESTONE HARBOUR,51.08,1.2,United Kingdom
DUNKERQUE PORT EST,51.05,2.38,France
SAINT-VALERY-SUR-SOMME,50.18,1.62,France
LE TREPORT,50.07,1.37,France
DIEPPE,49.93,1.08,France
FECAMP,49.77,0.37,France
DEAUVILLE,49.37,0.08,France
OUISTREHAM,49.28,-0.25,France
ALDERNEY HARBOUR,49.73,-2.2,Guernsey
SAINT SAMPSON,49.48,-2.52,Guernsey
GRANVILLE,48.83,-1.6,France
LE LEGUE,48.53,-2.75,France
PAIMPOL,48.78,-3.05,France
PONTRIEUX,48.7,-3.15,France
TREGUIER,48.78,-3.23,France
MORLAIX,48.58,-3.83,France
PORT DE ROSCOFF-BLOSCON,48.73,-3.98,France
CONCARNEAU,47.87,-3.92,France
LES SABLES D' OLONNE,46.5,-1.8,France
TONNAY CHARENTE,45.93,-0.9,France
BLAYE,45.13,-0.67,France
BERMEO,43.42,-2.72,Spain
RIBADEO,43.53,-7.03,Spain
FIGUEIRA DA FOZ,40.15,-8.85,Portugal
LAGOS,37.1,-8.62,Portugal
FARO,37.03,-7.93,Portugal
VILA REAL DE S ANTONIO,37.18,-7.4,Portugal
LAJES,38.4,-28.27,Portugal
SANTA CRUZ DE LA PALMA,28.68,-17.75,Spain
ADRA,36.73,-3.03,Spain
AGUILAS,37.4,-1.57,Spain
HORNILLO,37.4,-1.55,Spain
ISLAS HORMIGAS,37.65,-0.65,Spain
TORREVIEJA,37.97,-0.68,Spain
PUERTO DE GANDIA,39.0,-0.15,Spain
VILLANUEVA Y GELTRU,41.23,1.73,Spain
SAN FELIU DE GUIXOLS,41.78,3.03,Spain
PALAMOS,41.83,3.12,Spain
LAS HORMIGAS,41.87,3.18,Spain
ROSAS,42.27,3.18,Spain
PORT-VENDRES,42.52,3.12,France
SAINT-TROPEZ,43.27,6.63,France
SAINT-RAPHAEL,43.42,6.77,France
CANNES,43.55,7.02,France
ANTIBES,43.58,7.13,France
VILLEFRANCHE,43.7,7.32,France
MONACO,43.73,7.42,Monaco
PORTO VECCHIO,41.58,9.28,France
PORT DE PROPRIANO,41.68,8.9,France
CALVI,42.57,8.75,France
L'ILE ROUSSE,42.63,8.93,France
LA MADDALENA,41.2,9.42,Italy
ARBATAX,39.93,9.7,Italy
PORTO PONTE ROMANO,39.05,8.47,Italy
CARLOFORTE,39.15,8.32,Italy
SAN REMO,43.82,7.78,Italy
IMPERIA,43.88,8.03,Italy
PORTOFERRAIO,42.82,10.33,Italy
ANZIO,41.45,12.63,Italy
POZZUOLI,40.82,14.12,Italy
BAGNOLI,40.82,14.17,Italy
TORRE ANNUNZIATA,40.75,14.45,Italy
CASTELLAMMARE DI STABIA,40.7,14.48,Italy
VIBO VALENTIA MARINA,38.72,16.13,Italy
REGGIO DI CALABRIA,38.12,15.65,Italy
MARSALA,37.78,12.43,Italy
MAZARA DEL VALLO,37.65,12.58,Italy
LICATA,37.1,13.93,Italy
LIPARI,38.48,14.97,Italy
GALLIPOLI,40.05,17.98,Italy
TORRE DEL GRECO,40.78,14.37,Italy
MONOPOLI,40.95,17.3,Italy
MOLFETTA,41.22,16.6,Italy
PORTO DI BARLETTA,41.32,16.28,Italy
VASTO,42.12,14.72,Italy
PESCARA,42.47,14.22,Italy
PORTO DI LIDO-VENEZIA,45.42,12.43,Italy
PIRAN,45.53,13.57,Slovenia
UMAG,45.43,13.52,Croatia
ROVINJ,45.08,13.63,Croatia
ZALIV RASA,45.05,14.07,Croatia
BRSICA,45.03,14.05,Croatia
SENJ,44.98,14.9,Croatia
SIBENIK,43.73,15.88,Croatia
NEUM,42.92,17.6,Bosnia and Herzegovina
KORCULA,42.93,17.13,Croatia
RISAN,42.52,18.7,Montenegro
KOTOR,42.42,18.77,Montenegro
TIVAT,42.43,18.7,Montenegro
SHENGJIN,41.82,19.6,Albania
KERKIRA,39.62,19.93,Greece
PREVEZA,38.95,20.75,Greece
ARGOSTOLION,38.18,20.52,Greece
MESOLONGION,38.37,21.42,Greece
ITEA,38.43,22.42,Greece
AIGIO,38.25,22.08,Greece
KATAKOLON,37.65,21.32,Greece
PILOS,36.9,21.67,Greece
KALAMATA,37.02,22.12,Greece
YITHION,36.75,22.57,Greece
NAVPLIO,37.57,22.8,Greece
SPETSES,37.27,23.17,Greece
ORMOS MIKRO VATHI,38.43,23.6,Greece
DHIAVLOS STENO,38.45,23.6,Greece
ASTAKOS,38.48,21.1,Greece
LARIMNA,38.57,23.28,Greece
KYMASSI,38.83,23.47,Greece
ACHLADI,38.9,22.82,Greece
TSINGELI,39.17,22.85,Greece
YERAKINI,40.27,23.47,Greece
STRATONI,40.52,23.83,Greece
LAGOS,41.0,25.13,Greece
MITILINI,39.1,26.57,Greece
PLOMARION,38.98,26.37,Greece
VRAKHONISIS KALLONIS,39.08,26.08,Greece
NEON KARLOVAS,37.8,26.68,Greece
SAMOS,37.75,26.97,Greece
PITHAGORION,37.68,26.95,Greece
GAVRIO,37.88,24.73,Greece
ANDROS,37.83,24.95,Greece
MIKONOS,37.45,25.33,Greece
LIMIN SIROU,37.43,24.95,Greece
NISOS NAXOS,37.1,25.37,Greece
AKRA KAVONISI,35.52,23.63,Greece
RETHIMNON,35.37,24.47,Greece
SITIA,35.22,26.13,Greece
AYIOS NIKOLAOS,35.2,25.72,Greece
KALIMNOS,36.95,26.98,Greece
LAKKI,37.13,26.85,Greece
ECEABAT,40.18,26.37,Turkey
GELIBOLU,40.4,26.67,Turkey
BORUSAN FERTILIZER JETTY,40.42,29.1,Turkey
DEFTERDAR BURNU,41.05,29.03,Turkey
ISTINYE,41.12,29.05,Turkey
BASARABI,44.17,28.43,Romania
MEDGIDIA,44.25,28.27,Romania
DANUBE-BLACK SEA CANAL,44.27,28.18,Romania
CERNAVODA,44.33,28.05,Romania
SULINA,45.17,29.67,Romania
TULCEA,45.17,28.82,Romania
BRAILA,45.25,27.98,Romania
GALATI,45.42,28.08,Romania
IZMAYIL,45.33,28.85,Ukraine
BELGOROD-DNESTROVSKY,46.18,30.37,Ukraine
SKADOVS'K,46.1,32.92,Ukraine
KHORLY,46.08,33.28,Ukraine
CHORNOMORS KE,45.52,32.7,Ukraine
UST-DUNAISK,45.47,29.7,Ukraine
YEVPATORIYA,45.2,33.38,Ukraine
BALAKLAVA,44.5,33.6,Ukraine
YALTA,44.48,34.17,Ukraine
ALUSHTA,44.68,34.42,Ukraine
SUDAK,44.85,34.98,Ukraine
RENI,45.43,28.3,Ukraine
HENICHESK,46.17,34.82,Ukraine
KYRYLIVKA,46.35,35.37,Ukraine
ROSTOV-NA-DONU,47.17,39.72,Russia
AZOV,47.1,39.43,Russia
ANAPA,44.88,37.32,Russia
GELENDZHIK,44.55,38.07,Russia
ADLER,43.43,39.93,Russia
SOKHUMI,42.98,40.98,Georgia
RIZE,41.07,40.52,Turkey
GIRESUN,40.93,38.4,Turkey
ORDU,41.0,37.88,Turkey
SINOP,42.05,35.17,Turkey
INEBOLU,41.98,33.77,Turkey
ZONGULDAK,41.47,31.82,Turkey
MUDANYA,40.38,28.88,Turkey
KARABIGA,40.4,27.32,Turkey
AYVALIK,39.32,26.7,Turkey
DIKILI,39.02,26.82,Turkey
GULLUK,37.25,27.62,Turkey
KUSADASI,37.87,27.25,Turkey
BODRUM,37.03,27.43,Turkey
MARMARIS,36.85,28.28,Turkey
AKSAZ LIMANI,36.83,28.38,Turkey
ANTALYA OFFSHORE TERMINAL,36.82,30.6,Turkey
FETHIYE,36.63,29.1,Turkey
ALANYA,36.53,32.0,Turkey
TASUCU,36.32,33.88,Turkey
KYRENIA,35.35,33.33,Cyprus
HADERA,32.47,34.9,Israel
EL MAADIYA,31.27,30.15,Egypt
MERSA MATRUH,31.35,27.23,Egypt
DARNAH,32.77,22.65,Libya
MARSA SABRATAH,32.82,12.5,Libya
ABU KHAMMASH,33.07,11.82,Libya
HOUMT SOUK,33.88,10.85,Tunisia
MAHDIA,35.5,11.07,Tunisia
TAZERKA OIL TERMINAL,36.6,11.68,Tunisia
TABARKA,36.97,8.77,Tunisia
COLLO,37.0,6.58,Algeria
DJEN-DJEN,36.82,5.88,Algeria
JIJEL,36.83,5.78,Algeria
DELLYS,36.92,3.92,Algeria
TENES,36.53,1.32,Algeria
BENI SAF,35.3,-1.38,Algeria
PORT D AL HOCEIMA,35.25,-3.92,Morocco
KENITRA,34.3,-6.6,Morocco
EL JADIDA,33.25,-8.5,Morocco
ESSAOUIRA,31.5,-9.78,Morocco
AD DAKHLA,23.7,-15.92,Western Sahara
ST LOUIS,16.02,-16.52,Senegal
M BAO OIL TERMINAL,14.72,-17.4,Senegal
RUFISQUE,14.7,-17.28,Senegal
KARABANE,12.57,-16.67,Senegal
LYNDIANE,14.17,-16.17,Senegal
RIO CACHEU,12.28,-16.23,Guinea-Bissau
BISSAU,11.87,-15.63,Guinea-Bissau
VICTORIA,10.82,-14.57,Guinea
BENTI,9.17,-13.2,Guinea
BONTHE,7.53,-12.5,Sierra Leone
PORTO DA PRAIA,14.92,-23.52,Cabo Verde
GREENVILLE,4.98,-9.05,Liberia
ESPOIR MARINE TERMINAL,5.05,-4.45,Côte d'Ivoire
SEKONDI,4.95,-1.7,Ghana
SALTPOND,5.2,-1.05,Ghana
KPEME,6.2,1.52,Togo
TIN CAN ISLAND,6.35,3.35,Nigeria
FORCADOS OIL TERMINAL,5.17,5.18,Nigeria
BURUTU,5.35,5.5,Nigeria
YOHO TERMINAL,4.02,7.47,Nigeria
BONNY OFFSHORE TERMINAL,4.18,7.23,Nigeria
OKRIKA,4.72,7.08,Nigeria
EGINA OIL TERMINAL,3.07,6.7,Nigeria
